Nr.;Autor;Titel;Format;Inhaltsbeschreibung;Genre;Verlag;Sprache;Zustand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2311;Jerry Cotton;Jerry Cotton - Im Namen des Präsidenten / Gute Nacht, G-Man / eine Frau gegen New York;Paperback;Jerry Cotton;Krimi;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2312;Jerry Cotton;Jerry Cotton - Die Domina vom FBI / Fahr zur Hölle Jane / Mord vor tausend Augen;Paperback;Jerry Cotton;Krimi;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2313;Link, Charlotte;Die letzte Spur;Paperback;;Krimi;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2314;Cussler, Clive;Um Haares Breite;Paperback;;Abenteuer;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2315;Cussler, Clive;Operation Sahara;Paperback;;Abenteuer;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2316;Slaughter, Karin;Schwarze Wut;Paperback;;Thriller;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2317;King, Stephen;Langoliers;Hardcover mit Einband;;Horror;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2318;Christie, Agatha;Alle Mörder sind schon da / Die Kleptomanin / Das Schicksal in Person;Paperback;;Krimi, Britisch;Scherz;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2319;Dahl, Arne;Sieben minus eins;Paperback;;Krimi;Piper;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2320;Hurwitz, Gregg;Die Scharfrichter;Paperback;;Thriller;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2321;Leon, Donna;Die dunkle Stunde der Serenissima;Hardcover mit Einband;Brunetti - 11;Krimi, Italien;Diogenes;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2322;May, Karl;Die Pyramide des Sonnengottes;Hardcover;;Abenteuer;Karl May Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2323;Russel, Craig;Lennox;Paperback;;Krimi;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2324;Le Carre, John;Single & Single;Paperback;;Thriller, Spionage;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2325;Pötzsch, Oliver;Die Ludwig Verschwörung;Paperback;;Thriller;Ullstein;Deutsch;Paperback mit festerem Einband;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2326;Price, Nancy;Der Feind in meinem Bett oder Schreie in der Nacht;Hardcover mit Einband;;Thriller, Psycho;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2327;Hill, Reginald;Das Haus an der Klippe;Hardcover mit Einband;;Krimi;Europaverlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2328;Dragt, Tonke;Los secretos del bosque Salvaje;Hardcover;;Abenteuer;Siruela;Spanisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2329;De Castro, Miguel;El Pais Inerme;Paperback;;Fantasy;Timunmas;Spanisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2330;Hohlbein, Wolfgang;Am Abgrund;Hardcover mit Einband;1. Band - Die Chroniken der Unsterblichen;Fantasy;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2331;Hohlbein, Wolfgang;Der Vampyr;Hardcover mit Einband;2. Band - Die Chroniken der Unsterblichen;Fantasy;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2332;Hohlbein, Wolfgang;Der Todesstoss;Hardcover mit Einband;3. Band - Die Chroniken der Unsterblichen;Fantasy;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2333;Hohlbein, Wolfgang;Die Templerin;Hardcover mit Einband;1. Band - Templer Trilogie;Roman, Historie;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2334;Hohlbein, Wolfgang;Die Rückkehr der Zauberer;Hardcover mit Einband;;Fantasy;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2335;Hohlbein, Wolfgang;Wolfsherz;Hardcover mit Einband;;Fantasy;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2336;Föhr, Andreas;Wolfsschlucht;Paperback;;Krimi, Lokal;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2337;Camilleri, Andrea;Die Tage des Zweifels;Paperback;14. Fall - Commissario Montalbano;Krimi, Italien;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338;Fradkin, Barbara;Die Toten in den Klippen;Paperback;;Krimi;atb;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2339;Ruile, Margit;Dark Noise;Paperback;;Thriller;Loewe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2340;Kyle Williams, Amanda;Broken;Paperback;;Thriller;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2341;Meyer, Stephenie;Biss zum Ende der Nacht;Hardcover mit Einband;;Liebesroman;Carlsen;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2342;Noske, Edgar;Lohengrins Grabgesang;Paperback;;Krimi, Historie;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2343;Highsmith, Patricia;Der Stümper;Paperback;;Thriller, Psycho;Diogenes;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2344;Brown, Dan;Inferno;Paperback;;Thriller;Corgi;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2345;Follet, Ken;Dreifach;Hardcover mit Einband;;Thriller, Spionage;Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2346;Follet, Ken;Der Schlüssel zu Rebecca;Hardcover mit Einband;;Thriller, Spionage;Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2347;Beckett, Simon;Flammenbrut;Paperback;;Thriller;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2348;Heldt, Dora;Böse Leute;Paperback;1. Fall Sylt;Krimi, Lokal;dtv;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2349;Ludlum, Robert;Das Scarlatti Erbe;Paperback;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2350;Read, Cornelia;Schneeweißchen und Rosentot;Paperback;;Krimi;dtv;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2351;Mooney, Chris;Missing;Paperback;;Thriller;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2352;Higgins Clark, Mary;Hab acht auf meine Schritte;Hardcover mit Einband;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2353;London, Kate;Die Stille Zeugin;Paperback;;Kriminalroman;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2354;Lee, Patrick;Mind Reader;Paperback;;Thriller, Mystery;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2355;Rose, Karen;Feuer;Paperback;;Thriller;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2356;Iles, Greg;Adrenalin;Paperback;;Thriller;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2357;Oelker, Petra;Mit dem Teufel im Bunde;Paperback;;Krimi, Historie;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2358;Bannel, Cedric;Elixier;Paperback;;Thriller;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2359;Cordy, Michael;Mutation;Paperback;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2360;Abbott, Jeff;Run! Es geht um dein Leben;Paperback;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2361;Buckner, M. M.;Watermind - Es kann jeder Zeit passieren;Paperback;;Thriller, Mystery;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2362;Crichton, Michael;Next;Hardcover mit Einband;;Thriller;Blessing;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2363;Baldacci, David;Die Jäger;Paperback;Camel Club Reihe;Thriller;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2364;James, EL;Shades of Grey - Befreite Lust;Paperback;Teil 3;Liebesroman;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2365;Carter, Chris;Die Stille Bestie;Paperback;;Thriller;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2366;Gordon, Noah;Der Katalane;Paperback;;Roman, Historie;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2367;Cussler, Clive & Dirgo, Craig;Todesschrein;Paperback;Juan Cabrillo;Thriller;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2368;Grisham, John;Das Urteil;Hardcover mit Einband;;Thriller, Gericht;Hoffmann und Campe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2369;Ridpath, Michael;Der Spekulant;Paperback;;Thriller;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2370;Hohlbein, Wolfgang & Heike;Drachen Feuer;Hardcover;;Fantasy;Ueberreuter;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2371;MacLean, Alistair;Nacht ohne Ende / Dem Sieger eine Handvoll Erde / Jenseits der Grenze;Paperback;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2372;Grisham, John;Der Richter;Paperback;;Thriller, Gericht;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2373;Grisham, John;Der Verrat;Hardcover mit Einband;;Thriller, Gericht;Hoffmann und Campe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2374;Tracy, P.J.;Spiel unter Freunden;Paperback;;Thriller;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2375;Brezina, Thomas;Tiger Team - Im Donnertempel;Hardcover;Tiger Team - 01;Kinderbuch;Schneider;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2376;Brezina, Thomas;Tiger Team - An der Knochenküste;Hardcover;Tiger Team - 05;Kinderbuch;Schneider;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2377;Brezina, Thomas;Tiger Team - Der Fluch des Pharaos;Hardcover;Tiger Team - 06;Kinderbuch;Schneider;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2378;Brezina, Thomas;Tiger Team - Der Teufelsdampfer;Hardcover;Tiger Team - 09;Kinderbuch;Schneider;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2379;Brezina, Thomas;Tiger Team - Das Mumienauto;Hardcover;Tiger Team - 14;Kinderbuch;Schneider;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2380;Brezina, Thomas;Tiger Team - Verschwörung am Höllenstein;Hardcover;Tiger Team - 23;Kinderbuch;Schneider;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2381;Wilson, F. Paul;Die Gruft;Paperback;;Horror;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2382;Poznanski, Ursula;Saeculum;Paperback;;Thriller;Loewe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2383;Preston, Richard;Cobra;Paperback;;Thriller;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2384;Child, Lee;In letzter Sekunde (Kurzfassung);Paperback;Jack Reacher - Band 5;Thriller;Readers Digest;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2385;Asimov, Isaac;I Robot;Paperback;;Thriller;Bantam;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2386;Dubridge, Francis;Melissa;Paperback;;Thriller;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2387;Child, Lee;Größenwahn;Hardcover mit Einband;Jack Reacher - Band 1;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2388;Rankin, Ian;Mädchengrab;Paperback;;Kriminalroman;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2389;Spindler, Erica;Stoss Gebet;Paperback;;Thriller;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2390;Neff, Henry;Schule der Magier;Paperback;Das geheime Portal;Fantasy;cbj;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2391;Rankin, Ian;Das zweite Zeichen;Hardcover;;Kriminalroman;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2392;Mankell, Henning;Der Mann, der lächelte;Hardcover mit Einband;Wallander - 04;Krimi, Skandinavien;Paul Zsolnay;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2393;Lawhead, Stephen;Der Gast des Kalifen;Paperback;;Historienroman;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2394;Baldacci, David;Der Präsident;Hardcover mit Einband;;Thriller, Polit;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2395;Paolini, Christopher;Eragon - Das Erbe der Macht;Hardcover mit Einband;Eragon - Band 4;Fantasy;cbj;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2396;Follet, Ken;Auf den Schwingen des Adlers;Hardcover mit Einband;;Thriller, Polit;Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2397;Gordon, Noah;Die Erben des Medicus;Hardcover mit Einband;;Roman;Droemer Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2398;Wolf, Klaus Peter;Ostfriesen Tod;Paperback;11. Fall - Ann Kathrin Klaasen;Krimi, Lokal;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2399;Heim, Uta Maria;Toskanische Beichte;Paperback;;Krimi, Italien;Gmeiner;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2400;Dorn, Wulf;Trigger;Paperback;;Thriller;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2401;Güsken, Christoph;Alptraum in Blau;Hardcover;;Krimi;RM Buch und Medien;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2402;Kelman, Judith;Schrei, wenn du kannst;Paperback;;Thriller, Psycho;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2403;Wallace, Edgar;Der Frosch mit der Maske;Paperback;;Krimi, Britisch;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2404;May, Karl;Durch das Land der Skipetaren;Hardcover;;Abenteuer;Tosa;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2405;Busch, Wilhelm;Das Gesamtwerk in sechs Bänden - Band 5;Hardcover mit Einband;;Humor;Füllhorn Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2406;Busch, Wilhelm;Das Gesamtwerk in sechs Bänden - Band 6;Hardcover mit Einband;;Humor;Füllhorn Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2407;Hannah, Sophie;Die Monogramm Morde;Hardcover mit Einband;Herkules Poirot - ein neuer Fall;Krimi;Atlantik;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2408;Harwood, John;Ruf ins Jenseits;Paperback;;Fantasy;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2409;Kästner, Erich;Das doppelte Lottchen;Hardcover;;Kinderbuch;Cecilie Dressler;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2410;Lecaye, Alexis;Pik Dame;Hardcover;;Krimi;Neumann & Göbel;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2411;Morrell, David;Level 9;Hardcover mit Einband;;Thriller, Psycho;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2412;Lindsay, Jeff;Des Todes dunkler Bruder;Paperback;;Thriller, Psycho;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2413;Slaughter, Karin;Unverstanden;Paperback;;Thriller;Blanvalet;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2414;Slaughter, Karin;Vergiss mein nicht;Paperback;;Thriller;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2415;Castillo, Linda;Blutige Stille;Paperback;;Thriller;Fischer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2416;Parris, Stephanie;Ketzer;Hardcover mit Einband;;Historienroman;RM;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2417;Winslow, Don;Tage der Toten;Paperback;;Thriller;Suhrkamp;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2418;Verhoeff, Esther / Escober, Berry;Verraten;Paperback;;Thriller;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2419;Molstad, Stephen;Independence Day - Der Tag an dem wir zurückschlagen;Paperback;;Science Fiction;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2420;Leibrock, Felix;Todes Blau;Paperback;;Krimi;Knaur;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2421;McFadyen, Cody;Das Böse in uns;Paperback;;Thriller;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2422;Strong, Tony;Gefährliche Versuchung;Paperback;;Thriller, Psycho;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2423;Dunne, Steven;Abgott;Paperback;;Thriller;Berlin Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2424;McGregor, Elizabeth;Wahre Lügen;Paperback;;Thriller, Psycho;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2425;Laiken, Deidre S;Blutroter Sommer;Paperback;;Krimi;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2426;Wilson, F. Paul;Die Kommission;Paperback;;Thriller, Medizin;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2427;Fielding, Joy;Das Herz des Bösen;Paperback;;Thriller, Psycho;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2428;Berenson, Alex;Kurier des Todes;Hardcover;;Thriller;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2429;Vandenberg, Philipp;Die Akte Golgatha;Paperback;;Thriller, Medizin;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2430;Navratilova, Martina;Spiel, Satz und Tod;Paperback;;Krimi;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2431;Nesser, Hakan;Das vierte Opfer;Paperback;;Krimi, Skandinavien;btb;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2432;Ludlum, Robert;Der Tristan Betrug;Hardcover;;Thriller, Spionage;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2433;Abedi, Isabel;Whisper;Paperback;;Krimi;Arena;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2434;Baldacci, David;The Simple Truth;Hardcover mit Einband;;Thriller, Gericht;Warner;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2435;George, Elizabeth;Denn dein ist die Sünde - Kriminalgeschichten;Paperback;;Krimi;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2436;Winter, David;Shakran;Paperback;;Thriller;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2437;Benson, Raymond;James Bond Stirb an einem anderen Tag;Paperback;James Bond;Thriller, Spionage;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2438;Thomson, Keith;Manipuliert;Paperback;;Thriller;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2439;Forbes, Collin;Feuerkreuz;Paperback;;Thriller, Polit;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2440;Meltzer, Brad;Shadow;Paperback;;Thriller;Aufbau Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2441;Buchheim, Günther Lothar;Die Festung;Hardcover mit Einband;;Roman, Krieg;Hoffmann und Campe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2442;Le Carre, John;Der Nachtmanager;Hardcover mit Einband;;Thriller, Spionage;Kiepenheuer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2443;Falk, Rita;Zwetschgen Datschi-Komplott;Paperback;Eberhofer - 06. Fall;Krimi, Lokal;dtv;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2444;Crichton, Michael;Timeline;Paperback;;Science Fiction;Ballantine;Englisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2445;Brezina, Thomas;Mark Mega - Hochhaus des Schreckens;Hardcover;Mark Mega - 6. Buch;Kinderbuch;Schneider;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2446;Patterson, James;Die Wiege des Bösen / Der Tag, an dem der Wind dich trägt;Paperback;;Fantasy;Bastei Lübbe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2447;Wallace, Edgar;Der grüne Bogenschütze;Hardcover;;Krimi;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2448;Christie, Agatha;Der ballspielende Hund;Hardcover;Hercule Poirot;Krimi;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2449;Christie, Agatha;Das fahle Pferd;Hardcover;;Krimi;Scherz;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2450;Christie, Agatha;Der unheimliche Weg / Mördergarn;Hardcover mit Einband;;Krimi;Scherz;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2451;Nesser, Hakan;Münsters Fall;Hardcover mit Einband;;Krimi, Skandinavien;Weltbild;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2452;Johansen, Iris;Im Profil des Todes;Paperback;;Thriller, Psycho;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2453;Probst, Peter;Im Namen des Kreuzes;Paperback;1. Fall Schwarz ;Krimi;dtv;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2454;Blyton, Enid;Geheimnis um einen entführten Prinzen;Hardcover;;Kinderbuch;Tosa;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2455;Blyton, Enid;Die geheimnisvolle Insel (die verwegenen Vier) - Lissy kanns nicht lassen - Neue Abenteuer der schwarzen Sieben;Paperback;;Kinderbuch;Omnibus;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2456;Brown, Rita Mae;Eine Maus kommt selten Allein;Paperback;Mrs. Murphy;Krimi;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2457;Grimes, Martha;Inspektor Jury besucht alte Damen;Paperback;Inspektor Jury;Krimi, Britisch;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2458;Grimes, Martha;Inspektor Jury steht im Regen;Paperback;Inspektor Jury;Krimi, Britisch;Rowohlt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2459;Wolf, Stefan;Gefährliche Diamanten;Hardcover;TKKG;Kinderbuch;Pelikan;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2460;Forsyth, Frederick;Das schwarze Manifest;Hardcover mit Einband;;Thriller;Bertelsmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2461;Stark, Richard;Mädchenraub in Mexiko;Paperback;;Krimi;Ullstein;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2462;Grimes, Martha;Karneval der Toten;Paperback;Inspektor Jury;Krimi, Britisch;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2463;Mankell, Henning;Die Brandmauer;Hardcover mit Einband;Wallander - 08;Krimi, Skandinavien;Paul Zsolnay;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2464;Higgins Clark, Mary;Schlaf wohl, mein süßes Kind;Paperback;;Krimi;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2465;Stine, R.L.;Fear Streat - Bruderhass;Hardcover;Fear Street Band: 32;Horror;Loewe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2466;Stine, R.L.;Fear Streat - Spur des Grauens;Hardcover;Fear Street Band: 46;Horror;Loewe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2467;Stine, R.L.;Fear Streat - Besessen - Denn Geschwisterliebe kann töten;Hardcover;Fear Street Band: 33;Horror;Loewe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2468;Stine, R.L.;Fear Streat - Halloween - Eine verhängnisvolle Einladung / Geisterfluch an Hallowenn;Hardcover;Fear Street Band: 8;Horror;Loewe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
